dane_code,anio,area_condicionada,area_no_condicionada
19807,2022.0,18448.58326908364,0.00429266243766
19807,2023.0,18448.58326908364,0.00429266243766
19809,2019.0,12978.579945532167,8.00553347268906
19809,2020.0,12978.579945532167,8.00553347268906
19809,2021.0,12978.579945532167,8.00553347268906
19809,2022.0,12978.579945532167,8.00553347268906
19809,2023.0,12978.579945532167,8.00553347268906
19821,2019.0,25041.701234493597,0.0
19821,2020.0,25041.701234493597,0.0
19821,2021.0,25041.701234493597,0.0
19821,2022.0,25041.701234493597,0.0
19821,2023.0,25041.701234493597,0.0
19824,2019.0,25267.86525209959,0.000232601062444
19824,2020.0,25267.86525209959,0.000232601062444
19824,2021.0,25267.86525209959,0.000232601062444
19824,2022.0,25267.86525209959,0.000232601062444
19824,2023.0,25267.86525209959,0.000232601062444
19845,2019.0,655.491408377015,6711.6378972293605
19845,2020.0,655.491408377015,6711.6378972293605
19845,2021.0,655.491408377015,6711.6378972293605
19845,2022.0,655.491408377015,6711.6378972293605
19845,2023.0,655.491408377015,6711.6378972293605
